campaignTitle,title_word_ct,title_word_match,title_word_score,blurb_word_ct,blurb_word_match,blurb_word_score
APACHE BLUES: Welcome Home,6.00E+00,2.00E+00,4.00E+00,1.90E+01,9.00E+00,4.54E+02
The 1001 Offbeat Thoughts Book,5.00E+00,2.00E+00,3.00E+01,2.50E+01,1.40E+01,9.14E+02
Genius Joe's Podcast!,6.00E+00,3.00E+00,7.90E+01,2.00E+01,8.00E+00,4.40E+02
iPhone App Lifeolio - Cloud Storage for your Life's Memories,5.00E+00,2.00E+00,1.00E+01,2.40E+01,8.00E+00,3.01E+02
NOWADAYS: A PERMANENT HOME,1.10E+01,6.00E+00,3.77E+02,2.40E+01,1.30E+01,2.53E+03
FaceTime Baby Stick,5.00E+00,2.00E+00,2.90E+01,3.80E+01,2.20E+01,1.81E+03
Split Paradox: Skewing the Timeline,4.00E+00,2.00E+00,1.20E+01,1.50E+01,8.00E+00,2.08E+03
Where Do Bananas Come From? A Book of Fruits,6.00E+00,2.00E+00,2.00E+00,7.00E+00,2.00E+00,3.80E+01
YOUNG B0Y SYNDICATE,1.00E+01,4.00E+00,1.52E+02,2.40E+01,1.30E+01,2.50E+03
Silver Balloon Solar 2.0,4.00E+00,1.00E+00,4.00E+00,2.30E+01,1.40E+01,2.65E+02
Whole food nutrition bars funding clean water solutions!,6.00E+00,2.00E+00,2.60E+01,1.00E+01,6.00E+00,1.84E+03
The City Like a Coral,9.00E+00,5.00E+00,5.50E+01,2.10E+01,1.00E+01,3.08E+02
Dead Donkeys Fear No Hyenas - A feature-length documentary,6.00E+00,2.00E+00,3.70E+01,2.20E+01,7.00E+00,3.23E+02
Treble On Huntington's First Full Length Album!,1.00E+01,5.00E+00,8.90E+01,2.80E+01,1.30E+01,4.16E+02
Amazing Scriptures Book 1: The Missing Map,9.00E+00,4.00E+00,1.62E+02,2.00E+01,8.00E+00,1.81E+03
"PowerHub juices up your USB-C. More ports, more charge.",8.00E+00,3.00E+00,8.20E+01,1.50E+01,6.00E+00,8.62E+02
Send in the Sun - Student Film,1.10E+01,5.00E+00,3.27E+02,2.80E+01,9.00E+00,2.17E+03
"""SEASON""- THE PILOT",7.00E+00,3.00E+00,4.90E+01,2.20E+01,1.00E+01,8.71E+02
Christian James | The Sunglasses That Keep on Giving,4.00E+00,2.00E+00,3.60E+01,1.30E+01,7.00E+00,1.98E+02
Sherlock Holmes: Before Baker Street,9.00E+00,4.00E+00,8.90E+01,2.70E+01,1.40E+01,7.34E+02
Leash and Collar in One - Go-To Leash,6.00E+00,4.00E+00,5.00E+00,2.20E+01,1.50E+01,2.72E+02
Mobile Application for Roadside Assistance & Towing,9.00E+00,3.00E+00,4.00E+00,1.70E+01,6.00E+00,1.24E+03
New Record: A Lovely Wait,8.00E+00,1.00E+00,2.40E+01,2.30E+01,1.20E+01,1.12E+03
notasubplot.,6.00E+00,3.00E+00,1.20E+01,1.10E+01,4.00E+00,1.69E+02
Fire on the Mountain - A Practical Creature FX Film,2.00E+00,0.00E+00,0.00E+00,2.00E+01,1.10E+01,3.12E+02
Campus Food Ordering App (FOODORME),1.00E+01,5.00E+00,6.30E+01,2.10E+01,9.00E+00,6.08E+02
Relic Worlds: Pick Your Path,6.00E+00,1.00E+00,1.50E+01,2.40E+01,1.10E+01,1.08E+03
Learn 5 Best Mobile Development Frameworks,6.00E+00,5.00E+00,2.53E+02,2.50E+01,1.10E+01,1.54E+03
The Adventure of Paperman: Heroes' Journey,7.00E+00,4.00E+00,1.10E+02,1.90E+01,9.00E+00,3.44E+02
"Super Laces/SLi-Tie: ""Master The Power of Shoelace Tying"" (Canceled)",7.00E+00,3.00E+00,7.00E+01,2.00E+01,1.10E+01,8.53E+02
Miquiztli Records,1.20E+01,4.00E+00,5.00E+01,2.50E+01,1.40E+01,2.93E+03
BOOK ABOUT BEING PROUD TO BE JEWISH,3.00E+00,1.00E+00,1.00E+00,2.50E+01,1.20E+01,3.78E+02
Golf - The most innovative Golf Vest Ever,8.00E+00,4.00E+00,9.70E+01,2.70E+01,1.00E+01,1.29E+03
"Be Nice, Be Happy, Be Free, Just Be",8.00E+00,4.00E+00,8.90E+01,2.90E+01,1.00E+01,7.63E+02
A 15 Minute Tactical Guide to Islam,9.00E+00,4.00E+00,3.60E+01,2.50E+01,1.50E+01,1.27E+03
Zach Winters | New Album 2017,8.00E+00,3.00E+00,3.30E+01,1.00E+01,2.00E+00,3.40E+01
Worth Watching,6.00E+00,3.00E+00,5.10E+01,1.40E+01,6.00E+00,4.66E+02
Dirty Dog Soaps,3.00E+00,0.00E+00,0.00E+00,1.90E+01,1.10E+01,6.89E+02
Atlanta Review Summer 2017 Baltic Poetry (Special Issue),4.00E+00,0.00E+00,0.00E+00,2.60E+01,1.10E+01,1.86E+03
Help me to put this on tv.,9.00E+00,5.00E+00,1.60E+01,2.40E+01,9.00E+00,1.92E+02
The Hun: Short Film,8.00E+00,2.00E+00,1.90E+01,1.00E+01,2.00E+00,2.52E+02
Clear the Board,5.00E+00,2.00E+00,5.00E+01,2.40E+01,1.10E+01,5.45E+02
Our First Home,4.00E+00,2.00E+00,6.40E+01,2.60E+01,1.10E+01,8.68E+02
Tea Time Cupcakes Updated,4.00E+00,2.00E+00,1.27E+02,1.90E+01,9.00E+00,3.83E+02
SEEKER: The Expandable Face Guessing Card Game,5.00E+00,2.00E+00,4.40E+01,1.60E+01,8.00E+00,5.41E+02
Stories from Flint,8.00E+00,4.00E+00,3.76E+02,2.40E+01,1.00E+01,2.13E+03
Fast Food Fight Club,4.00E+00,3.00E+00,6.70E+01,1.30E+01,9.00E+00,9.56E+02
TribalCareers.com,5.00E+00,4.00E+00,3.20E+01,2.10E+01,1.30E+01,1.22E+03
Made in Chautauqua County,3.00E+00,0.00E+00,0.00E+00,2.20E+01,1.30E+01,7.36E+02
PRINT LEAGUE KC,5.00E+00,1.00E+00,3.90E+01,2.40E+01,9.00E+00,1.84E+02
Shardie Presents: A Child's Guide To The Bay Area,4.00E+00,1.00E+00,7.00E+00,1.60E+01,7.00E+00,1.49E+02
Electron Fidget Spinner,1.10E+01,4.00E+00,2.10E+01,2.50E+01,1.10E+01,1.69E+03
LYDIA LUNCH a feature documentary film by Beth B,4.00E+00,2.00E+00,2.00E+00,2.20E+01,1.10E+01,3.06E+03
Custom Hand Made Swimwear Cover Ups,1.00E+01,3.00E+00,1.10E+02,2.30E+01,9.00E+00,5.10E+01
Black Sheep Tavern + Oyster Room,7.00E+00,4.00E+00,6.00E+01,2.10E+01,7.00E+00,1.61E+02
Marketing and album release 2017,7.00E+00,3.00E+00,1.80E+01,1.30E+01,6.00E+00,1.84E+02
DaHANGER DAN bike hook. Life is too short for just one bike.,6.00E+00,3.00E+00,6.20E+01,2.20E+01,1.10E+01,2.61E+03
Bagram Pack: The Urban Style Exercise & Travel Backpack,1.30E+01,6.00E+00,1.08E+02,2.40E+01,1.00E+01,2.09E+02
The Atta-Tube,1.00E+01,6.00E+00,8.20E+01,1.70E+01,9.00E+00,4.48E+02
JOY Worship Ministry First EP,4.00E+00,0.00E+00,0.00E+00,2.40E+01,1.20E+01,1.74E+03
Sanjaya's First Album,6.00E+00,3.00E+00,1.01E+02,1.80E+01,6.00E+00,1.05E+03
Moravian Synagogues Project,5.00E+00,2.00E+00,1.46E+02,2.60E+01,1.10E+01,7.07E+02
"Save a Penny, Make a Change: Girls' Apparel with a Purpose",4.00E+00,1.00E+00,4.60E+01,1.70E+01,1.20E+01,1.07E+03
Tin Lunchbox Review First Edition,1.20E+01,8.00E+00,1.95E+02,2.50E+01,1.10E+01,3.59E+02
Aspergers: What Animals Taught Me About Life,6.00E+00,4.00E+00,1.73E+02,2.00E+01,1.30E+01,2.13E+03
"2nd Annual Korean American Health Conference-Los Angeles, CA",8.00E+00,3.00E+00,7.80E+01,1.90E+01,1.10E+01,4.29E+02
Diamond Records,1.00E+01,2.00E+00,1.00E+01,2.10E+01,8.00E+00,1.83E+02
"I Like To Hurt People Too, Cult Classic Wrestling Sequel",3.00E+00,2.00E+00,2.00E+00,2.40E+01,1.60E+01,2.61E+03
Staunch Ambition: Issue #2 - A Supernatural Science Fiction,1.10E+01,5.00E+00,5.60E+01,2.40E+01,1.50E+01,6.19E+02
Duopila versatile toy for everyday fun!,9.00E+00,3.00E+00,2.50E+01,2.40E+01,1.00E+01,6.91E+02
Life Under Twin Suns: A STAR WARS Wildlife Documentary,7.00E+00,2.00E+00,2.50E+01,2.70E+01,1.20E+01,1.32E+03
Keep The Weaver on Campus,1.00E+01,6.00E+00,1.28E+02,2.30E+01,1.10E+01,4.74E+02
Hannah Kay Collection,6.00E+00,1.00E+00,4.00E+00,2.50E+01,1.10E+01,6.84E+02
Tangledeep: A Dungeon Crawling Tribute to the 16-bit RPG Era,4.00E+00,1.00E+00,2.10E+01,2.20E+01,1.10E+01,2.28E+02
Collection for publication of TPUN,1.20E+01,2.00E+00,2.80E+01,2.20E+01,1.10E+01,8.57E+02
"Junior Ranger Adventures, Paul Bunyan & Me in Yosemite",6.00E+00,1.00E+00,2.10E+01,2.40E+01,2.00E+00,4.80E+01
The New Wicked Liz & The Bellyswirls CD,1.00E+01,2.00E+00,8.00E+00,2.40E+01,1.00E+01,1.26E+03
Colorocko Taco,9.00E+00,1.00E+00,1.00E+00,2.00E+01,7.00E+00,3.50E+02
Launch! Music Conference Documentary,3.00E+00,0.00E+00,0.00E+00,2.80E+01,1.20E+01,1.77E+03
"Alaska Bug Bites, LLC - Farmers Markets Launch",5.00E+00,3.00E+00,7.50E+01,2.30E+01,1.40E+01,6.62E+02
Ten-minute Dungeon Delve,8.00E+00,3.00E+00,6.00E+00,1.90E+01,9.00E+00,2.33E+02
Toke ' N Art,5.00E+00,3.00E+00,3.40E+01,2.30E+01,1.30E+01,1.08E+03
Pirate Art Project Floutin with Disorder Washington DC,4.00E+00,0.00E+00,0.00E+00,2.30E+01,1.20E+01,2.16E+03
This & That with Cats,9.00E+00,3.00E+00,1.67E+02,2.20E+01,1.30E+01,1.93E+03
Anger Issues,6.00E+00,4.00E+00,2.09E+02,2.70E+01,1.30E+01,2.62E+03
40 West: Explorations of a Dignified Lonely Person,3.00E+00,1.00E+00,1.00E+00,2.40E+01,8.00E+00,4.09E+02
Feature Film: In A Single Moment,9.00E+00,3.00E+00,8.00E+00,1.20E+01,6.00E+00,2.85E+02
Unsheltered Podcast,7.00E+00,4.00E+00,7.20E+01,2.70E+01,1.00E+01,6.29E+02
"Designing T-Shirts, Plates, Hats, ETC.",3.00E+00,1.00E+00,5.00E+00,2.30E+01,1.40E+01,1.53E+03
The Reward Card Coat..a Leather Keychain Reward Card Holder!,7.00E+00,2.00E+00,4.00E+00,2.80E+01,1.80E+01,9.03E+02
OneVuex Unifies All Your Computing Solutions!,1.10E+01,8.00E+00,2.17E+02,2.60E+01,1.50E+01,2.21E+03
Sugarland,7.00E+00,2.00E+00,2.34E+02,1.90E+01,1.20E+01,1.51E+03
Steve's Apiary and Natural Products,2.00E+00,0.00E+00,0.00E+00,2.20E+01,1.20E+01,7.06E+02
Connect U - Real Time DUI Lawyer,7.00E+00,3.00E+00,2.60E+01,2.80E+01,1.20E+01,3.47E+02
The Little Red Barn,7.00E+00,3.00E+00,5.90E+01,2.00E+01,9.00E+00,1.10E+03
"EDGE - Inspired by function, Designed for comfort",5.00E+00,1.00E+00,1.80E+01,2.30E+01,1.10E+01,5.94E+02
Lush Life,8.00E+00,4.00E+00,2.60E+01,1.80E+01,1.10E+01,1.08E+03
Kaiju Kreeps Enamel Pin Set,3.00E+00,1.00E+00,4.60E+01,2.50E+01,1.30E+01,6.63E+02
The Mill,6.00E+00,0.00E+00,0.00E+00,1.10E+01,5.00E+00,1.01E+02
Karolina Rose Band (KRB) Debut EP - Blossom,3.00E+00,0.00E+00,0.00E+00,1.70E+01,4.00E+00,1.27E+02
Sports Fan Rally Glove,8.00E+00,3.00E+00,1.40E+01,1.20E+01,5.00E+00,2.62E+02
Kickstart for Children's Bounce Playland,5.00E+00,2.00E+00,7.00E+00,2.70E+01,8.00E+00,2.11E+02
TradeCOVE,7.00E+00,2.00E+00,8.00E+00,2.40E+01,1.00E+01,1.82E+02
Gia Margaret's First Full-Length Record,2.00E+00,0.00E+00,0.00E+00,2.20E+01,1.20E+01,5.03E+02
StreetZone Safety Crossing,8.00E+00,5.00E+00,1.27E+02,1.70E+01,1.00E+01,4.32E+02
"The Douglas DC-3, a Flying Museum!",4.00E+00,2.00E+00,5.00E+00,2.10E+01,1.40E+01,1.07E+03
The Inklings Art Print Set,8.00E+00,2.00E+00,7.00E+00,2.80E+01,1.00E+01,1.04E+03
The Rocky Mountain Land Library,6.00E+00,1.00E+00,7.00E+00,2.50E+01,9.00E+00,3.38E+02
The Animals On My Plate,6.00E+00,3.00E+00,9.00E+00,2.20E+01,1.00E+01,5.24E+02
Sub0 Upgrade,6.00E+00,1.00E+00,5.00E+00,1.80E+01,1.50E+01,1.91E+03
"""Frank"" Anti Taxi Scam App",3.00E+00,1.00E+00,4.00E+00,2.50E+01,1.20E+01,3.73E+02
Designing the Future: 3D printing medical devices in Africa,6.00E+00,2.00E+00,1.20E+01,1.60E+01,1.00E+01,1.42E+03
SportXast: Real-Time Digital Resume for Your Athlete,1.00E+01,5.00E+00,3.50E+01,2.10E+01,1.40E+01,1.01E+03
DCC Lankhmar,9.00E+00,5.00E+00,3.13E+02,2.20E+01,1.50E+01,3.72E+03
Archimedes: A Bipolar CV Modulator & Limiter Eurorack Module,3.00E+00,0.00E+00,0.00E+00,2.30E+01,8.00E+00,1.12E+03
Concealed Carry Awareness Bracelet,1.00E+01,0.00E+00,0.00E+00,2.50E+01,1.00E+01,1.11E+03
"100 photos,100 photographers - Reddish",5.00E+00,3.00E+00,2.20E+01,1.50E+01,7.00E+00,1.56E+02
Russell James Pyle's Second Full-length Album,6.00E+00,1.00E+00,4.00E+00,2.60E+01,1.20E+01,1.14E+03
deltaK: an inexpensive thermal camera alternative,9.00E+00,5.00E+00,7.60E+01,2.60E+01,1.10E+01,8.96E+02
Overwatch Decal,7.00E+00,3.00E+00,5.10E+01,2.40E+01,1.00E+01,1.68E+02
Sausage Fest Travel,3.00E+00,0.00E+00,0.00E+00,1.20E+01,4.00E+00,1.17E+03
Arcanis 5E RPG,4.00E+00,1.00E+00,2.70E+01,2.00E+01,1.40E+01,1.46E+03
Donation Quilts,4.00E+00,0.00E+00,0.00E+00,2.40E+01,1.30E+01,1.61E+03
Veteran Transition Training - Professional Diver,3.00E+00,0.00E+00,0.00E+00,1.70E+01,6.00E+00,1.54E+02
Identity Notes,6.00E+00,2.00E+00,6.00E+00,2.10E+01,1.40E+01,1.69E+02
Handmade Full Grain Leather Wallet for iPhone 7/7 Plus,3.00E+00,2.00E+00,3.00E+00,2.50E+01,1.00E+01,1.20E+03
A Man and His Dog - Landscape and Wildlife Photography,1.10E+01,7.00E+00,1.83E+02,2.00E+01,1.50E+01,4.86E+03
It's all about You!,1.00E+01,1.00E+00,4.00E+00,2.30E+01,1.40E+01,7.73E+02
Paul Mooney: Too Black For Hollywood (A comedy),6.00E+00,1.00E+00,1.70E+01,2.70E+01,1.50E+01,1.34E+03
Does God Care Who Wins?,9.00E+00,4.00E+00,2.10E+01,2.40E+01,1.30E+01,4.78E+02
GoLive Camera: Portable Live Stream Camera for Social Media,6.00E+00,2.00E+00,5.00E+00,2.00E+01,7.00E+00,5.10E+02
Still Alive Tour For Sean McGee,1.00E+01,7.00E+00,1.37E+02,2.60E+01,1.40E+01,2.36E+03
/r/XWingTMG game templates,7.00E+00,3.00E+00,1.20E+01,2.00E+01,9.00E+00,8.55E+02
The Saga of the Iron Dragon: an alternate history trilogy,5.00E+00,1.00E+00,2.80E+02,2.20E+01,1.10E+01,1.75E+03
Coffin Apothecary,1.10E+01,5.00E+00,4.00E+01,2.50E+01,1.30E+01,3.03E+02
A Different Kind of Hero,3.00E+00,0.00E+00,0.00E+00,1.10E+01,5.00E+00,1.18E+02
"""Guess My Logo"" Stickers and FB Discussion Page",6.00E+00,3.00E+00,2.10E+01,1.80E+01,1.30E+01,3.63E+02
Help me get Human Noise Journal started!,9.00E+00,1.00E+00,2.00E+00,2.30E+01,1.30E+01,1.48E+03
American Oni - Issue #2,8.00E+00,4.00E+00,1.90E+01,2.30E+01,1.20E+01,1.62E+03
Electromagnetic Hyper-Sensitivity Documentary,5.00E+00,2.00E+00,1.20E+01,2.40E+01,1.30E+01,3.69E+02
Flat Pack Beauty The 1st Micro Sized Makeup Travel Pack!,5.00E+00,2.00E+00,4.80E+01,2.00E+01,1.30E+01,6.87E+02
Noir World,1.10E+01,7.00E+00,9.20E+01,2.10E+01,1.30E+01,9.06E+02
Make Music Upper Perk 2017,3.00E+00,2.00E+00,1.82E+02,2.00E+01,9.00E+00,5.57E+02
ReKindle A Filament Refill System for Cube 3D Printers,6.00E+00,3.00E+00,6.70E+01,2.30E+01,1.10E+01,2.33E+02
SNLN - Southern Nights Loving Nashville,1.00E+01,4.00E+00,4.20E+01,2.20E+01,1.20E+01,1.23E+03
Fantasy Oil Paintings - Help fund my first Art Festival!!!,6.00E+00,2.00E+00,2.00E+00,1.10E+01,6.00E+00,2.60E+02
"Organix by Spencer, Microgreens, Spring Onions and more",1.00E+01,5.00E+00,1.47E+02,2.20E+01,9.00E+00,1.76E+03
Garry Winogrand: All Things are Photographable,9.00E+00,2.00E+00,4.30E+01,1.20E+01,8.00E+00,1.23E+02
YOU ARE HERE: Your Personal Map Jewelry,7.00E+00,1.00E+00,7.00E+00,1.80E+01,8.00E+00,4.22E+02
Mini d20 Dice Earrings (10mm) - New Colors!,8.00E+00,4.00E+00,2.49E+02,2.60E+01,1.30E+01,3.04E+03
"Dodles Creative Social Suite: Art, Animation, Comics, Games",8.00E+00,3.00E+00,6.90E+01,2.20E+01,1.10E+01,7.06E+02
"""CHUCKS APT.""",9.00E+00,5.00E+00,6.00E+01,1.80E+01,1.20E+01,1.31E+03
Supernatural Playing Cards,3.00E+00,0.00E+00,0.00E+00,1.90E+01,1.10E+01,1.23E+03
Luna's Cosmic Candles,4.00E+00,2.00E+00,1.18E+02,1.40E+01,9.00E+00,3.17E+02
Play Atari PONG in your Coffee Table,5.00E+00,3.00E+00,3.00E+00,2.50E+01,1.30E+01,7.14E+02
"CaptoGlove. Wearable Gaming, VR, AR, PC & Mobile Controller.",8.00E+00,5.00E+00,2.84E+02,2.10E+01,1.40E+01,9.71E+02
Hopjockey,1.00E+01,4.00E+00,6.40E+01,2.10E+01,1.50E+01,2.97E+03
"Adanya Gallery, Exotic Furniture & Unique Art Bali Africa",2.00E+00,0.00E+00,0.00E+00,1.10E+01,4.00E+00,1.04E+02
Oak Honey Whiskey Tumbler,1.00E+01,3.00E+00,7.00E+00,2.10E+01,1.10E+01,5.62E+02
Farm to Table Kitchen Project,5.00E+00,2.00E+00,5.00E+00,1.40E+01,7.00E+00,1.67E+02
Hooks and Beads,6.00E+00,4.00E+00,6.10E+01,2.20E+01,1.20E+01,6.12E+02
Get Happy - A Clark Terry Big Band Tribute,4.00E+00,0.00E+00,0.00E+00,2.10E+01,1.00E+01,3.02E+02
The Nixie Clock VI wall/table clock w/ IN-4 nixies RGB leds,9.00E+00,4.00E+00,1.60E+01,1.70E+01,7.00E+00,1.10E+02
Live Beyond Urban 3-in-1 Non-Stick Baking Pan,1.40E+01,4.00E+00,2.60E+01,2.80E+01,1.10E+01,4.58E+02
Hint Barbecue sauce,1.10E+01,5.00E+00,3.80E+01,2.30E+01,7.00E+00,6.63E+02
Book of Silver - for America the Beautiful Bullion,4.00E+00,1.00E+00,6.00E+00,2.20E+01,1.00E+01,7.59E+02
United Mini Fidget Spinner,9.00E+00,4.00E+00,9.90E+01,2.30E+01,1.50E+01,1.22E+03
Creating The Perfect Lab Notebook,5.00E+00,2.00E+00,2.00E+01,2.40E+01,1.40E+01,1.23E+03
Body of Deception-A Feature film set in Boston in the 1950's,6.00E+00,3.00E+00,2.70E+01,1.60E+01,1.00E+01,2.08E+02
The 30 day devotional!,1.40E+01,5.00E+00,7.90E+01,2.60E+01,1.10E+01,8.84E+02
Life's a Game (An APU Student Film),5.00E+00,0.00E+00,0.00E+00,2.20E+01,1.20E+01,2.32E+02
Bring Beauty By Ky to life,9.00E+00,4.00E+00,3.74E+02,2.60E+01,1.30E+01,1.65E+03
TURA! Tura Satana Documentary w/ John Waters & Margaret Cho,7.00E+00,3.00E+00,6.40E+01,1.70E+01,7.00E+00,2.65E+02
Media Wars: Satirizing News as it Happens,1.10E+01,4.00E+00,5.30E+01,2.10E+01,1.20E+01,3.65E+02
The Proteus Gambit an RPG for Pathfinder/Starfinder,8.00E+00,3.00E+00,1.30E+01,1.50E+01,8.00E+00,3.54E+02
More than a cookie! Our cookie manifesto.,9.00E+00,1.00E+00,7.00E+00,2.40E+01,9.00E+00,1.28E+03
Artist Residency in Italy-summer 2017,8.00E+00,4.00E+00,5.20E+01,1.90E+01,1.00E+01,1.67E+03
Little hands big art,7.00E+00,2.00E+00,5.00E+00,2.40E+01,1.20E+01,3.27E+02
"""Johnny"" a short film by Micah Welner",5.00E+00,2.00E+00,2.40E+01,2.20E+01,1.00E+01,5.42E+02
JoyJoy! Watches and Accessories,8.00E+00,3.00E+00,5.20E+01,2.60E+01,1.20E+01,7.26E+02
Name Redacted: Thinks You Suck,5.00E+00,2.00E+00,1.20E+01,1.90E+01,1.30E+01,1.47E+03
Dirty Lines A Game For Dirty Minds,6.00E+00,1.00E+00,2.00E+00,1.40E+01,7.00E+00,1.33E+02
"Healthier & Happier Air Filters HOMES,HOSPITALS,SCHOOLS ETC",8.00E+00,2.00E+00,2.81E+02,2.50E+01,1.60E+01,1.48E+03
The EmbracE Space Community Center,1.00E+01,2.00E+00,2.00E+00,2.30E+01,1.00E+01,1.10E+03
Dumar Art,6.00E+00,3.00E+00,3.80E+01,2.20E+01,9.00E+00,1.53E+02
Custom Structural Models,3.00E+00,0.00E+00,0.00E+00,1.90E+01,7.00E+00,1.04E+02
Completing Raso's CD: Alaya - Songs for Earth and Sky,4.00E+00,2.00E+00,1.60E+01,2.30E+01,1.10E+01,5.67E+02
"Space Case #1: An All-Ages, Sci-Fi Comic Book!",1.10E+01,2.00E+00,9.00E+00,2.40E+01,8.00E+00,6.70E+01
Krazy Cats Playing Cards for cat lovers,1.10E+01,5.00E+00,1.46E+02,2.00E+01,1.30E+01,9.72E+02
The Boy Who Fell Composition Recital: Studio Album,8.00E+00,4.00E+00,1.23E+02,2.10E+01,1.20E+01,4.84E+02
Return of Thadius,9.00E+00,2.00E+00,6.20E+01,2.80E+01,1.10E+01,4.69E+02
Artesan Fruit- Help us Increase our Visual Presentations,4.00E+00,1.00E+00,7.00E+00,2.60E+01,8.00E+00,2.15E+02
A Phoenix First Must Burn,9.00E+00,3.00E+00,2.50E+01,2.10E+01,1.00E+01,4.30E+02
"Warhammer show based off book Neferata by, Josh Reynolds",6.00E+00,4.00E+00,1.09E+02,1.30E+01,5.00E+00,1.75E+02
Taking of Taidian,1.00E+01,4.00E+00,9.50E+01,2.70E+01,1.10E+01,1.11E+03
Innocence - a Playstation 1 style horror game.,4.00E+00,1.00E+00,1.00E+00,2.60E+01,1.20E+01,1.93E+03
Alternate Access (ALTAX) Pockets,8.00E+00,4.00E+00,3.07E+02,2.10E+01,1.30E+01,1.08E+03
Space-Rover and the Prickly Planet!,5.00E+00,2.00E+00,4.00E+00,2.30E+01,9.00E+00,1.32E+03
Creeping Flesh: Dan Brereton's Monster Girls Trading Cards,7.00E+00,2.00E+00,3.80E+01,2.00E+01,1.00E+01,3.43E+02
Prodigal Sun,1.00E+01,4.00E+00,7.80E+01,2.20E+01,7.00E+00,3.01E+02
Benji Roman 2018 Tour,3.00E+00,0.00E+00,0.00E+00,2.20E+01,9.00E+00,1.65E+03
Black Magique: A Game for the Vile and Vicious,5.00E+00,2.00E+00,7.00E+00,2.40E+01,1.60E+01,1.49E+03
"Hygienic Art Amphitheater Project New London, Connecticut",1.00E+01,2.00E+00,2.92E+02,2.70E+01,1.30E+01,1.56E+03
Memento Mori enamel Pins and Patches,8.00E+00,2.00E+00,4.80E+01,2.50E+01,9.00E+00,3.81E+02
Oedipus on the Beach: In the Studio,7.00E+00,2.00E+00,2.00E+00,1.90E+01,8.00E+00,1.65E+02
A Bolivian's Journey - It's Only the Beginning,8.00E+00,2.00E+00,1.80E+01,2.20E+01,7.00E+00,2.56E+02
Indian Mythology - The Ultimate Character Encyclopedia,1.00E+01,2.00E+00,2.30E+01,2.20E+01,1.00E+01,1.23E+03
Atomic! The 2nd Book in the Power Worlds Series,7.00E+00,2.00E+00,5.30E+01,2.00E+01,6.00E+00,5.00E+02
Jazz Cats,1.00E+01,5.00E+00,1.45E+02,2.40E+01,1.20E+01,4.57E+02
Wildfire Protection Structural Barrier Shield,3.00E+00,2.00E+00,6.00E+00,2.50E+01,1.50E+01,5.69E+02
Little Apple Pilates Co.,6.00E+00,2.00E+00,1.30E+01,1.90E+01,8.00E+00,8.51E+02
Changing the way fashion is viewed through creativity & tech,5.00E+00,2.00E+00,2.90E+01,2.50E+01,1.20E+01,6.03E+02
Be The Flame movement & e-commerce store,1.10E+01,4.00E+00,2.30E+01,2.30E+01,9.00E+00,2.20E+02
Blackwater Lake Southern Rock Fundraiser,9.00E+00,3.00E+00,4.00E+00,2.20E+01,1.20E+01,1.58E+03
Those Desert Nights (My First Solo Album),6.00E+00,3.00E+00,3.00E+00,1.40E+01,6.00E+00,3.60E+01
KINGDOM MOTIVES PROJECT,8.00E+00,5.00E+00,1.55E+02,2.60E+01,1.50E+01,1.15E+03
The D28 Project,4.00E+00,2.00E+00,5.50E+01,2.40E+01,1.30E+01,9.81E+02
SMOKY BLUE: A Tale of Timeless Love,4.00E+00,1.00E+00,4.60E+01,2.40E+01,1.20E+01,1.03E+03
All The Time EP,8.00E+00,4.00E+00,2.90E+01,2.20E+01,8.00E+00,1.10E+03
Wall Outlet Assistant (WOA),5.00E+00,1.00E+00,4.30E+01,1.80E+01,7.00E+00,3.63E+02
Art Holes: Pothole art in New Orleans,5.00E+00,2.00E+00,8.00E+00,2.60E+01,1.40E+01,1.35E+03
Saving People. Stopping Crime.,8.00E+00,1.00E+00,1.00E+00,2.30E+01,9.00E+00,5.37E+02
Big Kiwi Baits,5.00E+00,3.00E+00,1.90E+01,1.40E+01,7.00E+00,1.80E+03
The World's First NanoFiber Boxer Brief: Manhattan Briefs,4.00E+00,1.00E+00,2.00E+00,2.30E+01,9.00E+00,9.18E+02
To Burn - By the Seat of our Theatre Company,1.00E+01,6.00E+00,2.82E+02,2.20E+01,1.30E+01,4.75E+02
HiddenForest Terrain and Gaming Mats for Tabletop Games,1.00E+01,4.00E+00,1.50E+01,1.70E+01,9.00E+00,4.71E+02
Trio : A card game for one who likes original game mechanics,9.00E+00,5.00E+00,9.00E+01,1.20E+01,7.00E+00,3.01E+02
www.FundMyFunk.com,1.20E+01,4.00E+00,6.65E+02,2.70E+01,1.70E+01,1.27E+03
My Tech Roadmap - Technology Simplified,4.00E+00,0.00E+00,0.00E+00,2.80E+01,1.40E+01,6.36E+02
Moai - Affordable High-Resolution Laser SLA 3D printer,6.00E+00,3.00E+00,1.20E+01,2.00E+01,1.00E+01,1.82E+03
Storm of Empire,9.00E+00,4.00E+00,5.90E+01,2.20E+01,1.40E+01,1.17E+03
Help Jonathan White Record An Album!,4.00E+00,2.00E+00,8.00E+00,2.00E+01,1.10E+01,7.95E+02
The Adventure of Cubbie Bear Project,7.00E+00,4.00E+00,6.70E+01,1.60E+01,9.00E+00,1.72E+03
Raspberry Pi Water Gun Kit,7.00E+00,3.00E+00,9.30E+01,2.70E+01,1.20E+01,1.20E+03
